,Accuracy,Shape
0,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
1,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
2,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
3,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
4,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
5,"(0.8551724137931035, 0.03076923076923077, 0.11557186006424608)","(0.0024630541871921183, 0.0642092746730083, 0.03571428571428571)"
6,"(0.8551724137931035, 0.03076923076923077, 0.11557186006424608)","(0.0024630541871921183, 0.0642092746730083, 0.03571428571428571)"
7,"(0.8551724137931035, 0.03076923076923077, 0.11557186006424608)","(0.0024630541871921183, 0.0642092746730083, 0.03571428571428571)"
8,"(0.8597701149425288, 0.08955223880597014, 0.20063916962768982)","(0.007389162561576354, 0.23305588585017817, 0.06878306878306878)"
9,"(0.8597701149425288, 0.08955223880597014, 0.20063916962768982)","(0.007389162561576354, 0.23305588585017817, 0.06878306878306878)"
10,"(0.8597701149425288, 0.08955223880597014, 0.20063916962768982)","(0.007389162561576354, 0.23305588585017817, 0.06878306878306878)"
11,"(0.8597701149425288, 0.08955223880597014, 0.20063916962768982)","(0.007389162561576354, 0.23305588585017817, 0.06878306878306878)"
12,"(0.8597701149425288, 0.08955223880597014, 0.20063916962768982)","(0.007389162561576354, 0.23305588585017817, 0.06878306878306878)"
13,"(0.8597701149425288, 0.08955223880597014, 0.20063916962768982)","(0.007389162561576354, 0.23305588585017817, 0.06878306878306878)"
14,"(0.8620689655172413, 0.11764705882352941, 0.2319467696354393)","(0.009852216748768473, 0.33769322235434035, 0.06613756613756613)"
15,"(0.8620689655172413, 0.11764705882352941, 0.2319467696354393)","(0.009852216748768473, 0.33769322235434035, 0.06613756613756613)"
16,"(0.8620689655172413, 0.11764705882352941, 0.2319467696354393)","(0.009852216748768473, 0.33769322235434035, 0.06613756613756613)"
17,"(0.864367816091954, 0.14492753623188406, 0.25962573689026663)","(0.012315270935960592, 0.36385255648038073, 0.06349206349206349)"
18,"(0.864367816091954, 0.14492753623188406, 0.25962573689026663)","(0.012315270935960592, 0.36385255648038073, 0.06349206349206349)"
19,"(0.864367816091954, 0.14492753623188406, 0.25962573689026663)","(0.012315270935960592, 0.36385255648038073, 0.06349206349206349)"
20,"(0.8666666666666667, 0.17142857142857143, 0.2847370274923422)","(0.014778325123152709, 0.44946492271105853, 0.06084656084656084)"
21,"(0.8666666666666667, 0.17142857142857143, 0.2847370274923422)","(0.014778325123152709, 0.44946492271105853, 0.06084656084656084)"
22,"(0.8689655172413793, 0.19718309859154928, 0.30791021949754777)","(0.017241379310344827, 0.45659928656361504, 0.0582010582010582)"
23,"(0.8689655172413793, 0.19718309859154928, 0.30791021949754777)","(0.017241379310344827, 0.45659928656361504, 0.0582010582010582)"
24,"(0.8689655172413793, 0.19718309859154928, 0.30791021949754777)","(0.017241379310344827, 0.45659928656361504, 0.0582010582010582)"
25,"(0.871264367816092, 0.2222222222222222, 0.3295550900487644)","(0.019704433497536946, 0.661117717003567, 0.09391534391534391)"
26,"(0.8689655172413793, 0.2191780821917808, 0.3043642333215944)","(0.022167487684729065, 0.7181926278240194, 0.09126984126984126)"
27,"(0.8666666666666667, 0.19444444444444445, 0.2812543945732885)","(0.019704433497536946, 0.5921521997621876, 0.09391534391534391)"
28,"(0.8689655172413793, 0.2191780821917808, 0.3043642333215944)","(0.022167487684729065, 0.7181926278240194, 0.09126984126984126)"
29,"(0.8666666666666667, 0.19444444444444445, 0.2812543945732885)","(0.019704433497536946, 0.5921521997621876, 0.09391534391534391)"
30,"(0.8666666666666667, 0.19444444444444445, 0.2812543945732885)","(0.019704433497536946, 0.5921521997621876, 0.09391534391534391)"
31,"(0.8689655172413793, 0.2191780821917808, 0.3043642333215944)","(0.022167487684729065, 0.7181926278240194, 0.09126984126984126)"
32,"(0.871264367816092, 0.24324324324324326, 0.3260167378375622)","(0.024630541871921183, 0.9726516052318661, 0.08862433862433862)"
33,"(0.871264367816092, 0.24324324324324326, 0.3260167378375622)","(0.024630541871921183, 0.9726516052318661, 0.08862433862433862)"
34,"(0.871264367816092, 0.24324324324324326, 0.3260167378375622)","(0.024630541871921183, 0.9726516052318661, 0.08862433862433862)"
35,"(0.871264367816092, 0.24324324324324326, 0.3260167378375622)","(0.024630541871921183, 0.9726516052318661, 0.08862433862433862)"
36,"(0.871264367816092, 0.24324324324324326, 0.3260167378375622)","(0.024630541871921183, 0.9726516052318661, 0.08862433862433862)"
37,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
38,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
39,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
40,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
41,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
42,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
43,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
44,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
45,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
46,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
47,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
48,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
49,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
50,"(0.8689655172413793, 0.24, 0.30512942659027076)","(0.027093596059113302, 1.0796670630202139, 0.08597883597883597)"
51,"(0.8666666666666667, 0.23684210526315788, 0.2866546521641475)","(0.029556650246305417, 1.2461355529131983, 0.08333333333333333)"
52,"(0.8666666666666667, 0.23684210526315788, 0.2866546521641475)","(0.029556650246305417, 1.2461355529131983, 0.08333333333333333)"
53,"(0.8666666666666667, 0.23684210526315788, 0.2866546521641475)","(0.029556650246305417, 1.2461355529131983, 0.08333333333333333)"
54,"(0.8666666666666667, 0.23684210526315788, 0.2866546521641475)","(0.029556650246305417, 1.2461355529131983, 0.08333333333333333)"
55,"(0.8689655172413793, 0.2597402597402597, 0.30824141643676795)","(0.03201970443349754, 1.5410225921521985, 0.11904761904761904)"
56,"(0.8689655172413793, 0.2597402597402597, 0.30824141643676795)","(0.03201970443349754, 1.5410225921521985, 0.11904761904761904)"
57,"(0.8689655172413793, 0.2597402597402597, 0.30824141643676795)","(0.03201970443349754, 1.5410225921521985, 0.11904761904761904)"
58,"(0.871264367816092, 0.2631578947368421, 0.3262780311572851)","(0.029556650246305417, 1.3840665873959581, 0.12169312169312169)"
59,"(0.871264367816092, 0.2631578947368421, 0.3262780311572851)","(0.029556650246305417, 1.3840665873959581, 0.12169312169312169)"
60,"(0.871264367816092, 0.2631578947368421, 0.3262780311572851)","(0.029556650246305417, 1.3840665873959581, 0.12169312169312169)"
61,"(0.871264367816092, 0.2631578947368421, 0.3262780311572851)","(0.029556650246305417, 1.3840665873959581, 0.12169312169312169)"
62,"(0.8689655172413793, 0.2597402597402597, 0.30824141643676795)","(0.03201970443349754, 1.6099881093935784, 0.1574074074074074)"
63,"(0.8689655172413793, 0.2597402597402597, 0.30824141643676795)","(0.03201970443349754, 1.6099881093935784, 0.1574074074074074)"
64,"(0.8689655172413793, 0.2597402597402597, 0.30824141643676795)","(0.03201970443349754, 1.6099881093935784, 0.1574074074074074)"
65,"(0.871264367816092, 0.28205128205128205, 0.32874256211984143)","(0.034482758620689655, 1.6884661117717015, 0.15476190476190477)"
66,"(0.871264367816092, 0.28205128205128205, 0.32874256211984143)","(0.034482758620689655, 1.6884661117717015, 0.15476190476190477)"
67,"(0.871264367816092, 0.28205128205128205, 0.32874256211984143)","(0.034482758620689655, 1.6884661117717015, 0.15476190476190477)"
68,"(0.871264367816092, 0.28205128205128205, 0.32874256211984143)","(0.034482758620689655, 1.6884661117717015, 0.15476190476190477)"
69,"(0.871264367816092, 0.28205128205128205, 0.32874256211984143)","(0.034482758620689655, 1.6884661117717015, 0.15476190476190477)"
70,"(0.8735632183908046, 0.3037974683544304, 0.3483071442984615)","(0.03694581280788178, 1.6884661117717, 0.15211640211640212)"
71,"(0.8735632183908046, 0.3037974683544304, 0.3483071442984615)","(0.03694581280788178, 1.6884661117717, 0.15211640211640212)"
72,"(0.8735632183908046, 0.3037974683544304, 0.3483071442984615)","(0.03694581280788178, 1.6884661117717, 0.15211640211640212)"
73,"(0.871264367816092, 0.3, 0.332576481912219)","(0.03940886699507389, 1.6099881093935788, 0.14947089947089948)"
74,"(0.8689655172413793, 0.2962962962962963, 0.31810520072065684)","(0.04187192118226601, 1.5219976218787168, 0.14682539682539683)"
75,"(0.8666666666666667, 0.2926829268292683, 0.3047191318994215)","(0.04433497536945813, 1.6313912009512492, 0.14417989417989419)"
76,"(0.8689655172413793, 0.2962962962962963, 0.31810520072065684)","(0.04187192118226601, 1.5219976218787168, 0.14682539682539683)"
77,"(0.8666666666666667, 0.2926829268292683, 0.3047191318994215)","(0.04433497536945813, 1.6313912009512492, 0.14417989417989419)"
78,"(0.8689655172413793, 0.3132530120481928, 0.32402963936138024)","(0.046798029556650245, 1.8002378121284193, 0.14153439153439154)"
79,"(0.8735632183908046, 0.35294117647058826, 0.3606009217920631)","(0.05172413793103448, 2.0404280618311534, 0.13624338624338625)"
80,"(0.8735632183908046, 0.35294117647058826, 0.3606009217920631)","(0.05172413793103448, 2.0404280618311534, 0.13624338624338625)"
81,"(0.8758620689655172, 0.37209302325581395, 0.3779950820274466)","(0.054187192118226604, 1.9738406658739596, 0.1335978835978836)"
82,"(0.8758620689655172, 0.37209302325581395, 0.3779950820274466)","(0.054187192118226604, 1.9738406658739596, 0.1335978835978836)"
83,"(0.8735632183908046, 0.367816091954023, 0.36586817567274316)","(0.05665024630541872, 1.9667063020214033, 0.13095238095238096)"
84,"(0.8758620689655172, 0.38636363636363635, 0.382842394975504)","(0.059113300492610835, 2.1569560047562435, 0.1283068783068783)"
85,"(0.8758620689655172, 0.38636363636363635, 0.382842394975504)","(0.059113300492610835, 2.1569560047562435, 0.1283068783068783)"
86,"(0.8781609195402299, 0.4044943820224719, 0.39934584683487245)","(0.06157635467980296, 2.2687277051129606, 0.12566137566137567)"
87,"(0.8781609195402299, 0.4044943820224719, 0.39934584683487245)","(0.06157635467980296, 2.2687277051129606, 0.12566137566137567)"
88,"(0.8781609195402299, 0.4044943820224719, 0.39934584683487245)","(0.06157635467980296, 2.2687277051129606, 0.12566137566137567)"
89,"(0.8781609195402299, 0.4044943820224719, 0.39934584683487245)","(0.06157635467980296, 2.2687277051129606, 0.12566137566137567)"
90,"(0.8758620689655172, 0.4, 0.38804156780872834)","(0.06403940886699508, 2.4399524375743162, 0.12301587301587301)"
91,"(0.8758620689655172, 0.4, 0.38804156780872834)","(0.06403940886699508, 2.4399524375743162, 0.12301587301587301)"
92,"(0.8758620689655172, 0.4, 0.38804156780872834)","(0.06403940886699508, 2.4399524375743162, 0.12301587301587301)"
93,"(0.8758620689655172, 0.4, 0.38804156780872834)","(0.06403940886699508, 2.4399524375743162, 0.12301587301587301)"
94,"(0.8758620689655172, 0.4, 0.38804156780872834)","(0.06403940886699508, 2.4399524375743162, 0.12301587301587301)"
95,"(0.8758620689655172, 0.4, 0.38804156780872834)","(0.06403940886699508, 2.4399524375743162, 0.12301587301587301)"
96,"(0.8758620689655172, 0.41304347826086957, 0.39350698424537034)","(0.06896551724137931, 3.0297265160523192, 0.15608465608465608)"
97,"(0.8758620689655172, 0.41304347826086957, 0.39350698424537034)","(0.06896551724137931, 3.0297265160523192, 0.15608465608465608)"
98,"(0.8758620689655172, 0.41304347826086957, 0.39350698424537034)","(0.06896551724137931, 3.0297265160523192, 0.15608465608465608)"
99,"(0.8758620689655172, 0.41304347826086957, 0.39350698424537034)","(0.06896551724137931, 3.0297265160523192, 0.15608465608465608)"
100,"(0.8804597701149425, 0.43478260869565216, 0.41995152899227844)","(0.06896551724137931, 2.615933412604043, 0.11772486772486772)"
101,"(0.8804597701149425, 0.43478260869565216, 0.41995152899227844)","(0.06896551724137931, 2.615933412604043, 0.11772486772486772)"
102,"(0.8781609195402299, 0.43010752688172044, 0.40932761342198987)","(0.07142857142857142, 2.896551724137931, 0.15343915343915343)"
103,"(0.8781609195402299, 0.4421052631578947, 0.41468498131906245)","(0.07635467980295567, 3.5671819262782414, 0.14814814814814814)"
104,"(0.8781609195402299, 0.4421052631578947, 0.41468498131906245)","(0.07635467980295567, 3.5671819262782414, 0.14814814814814814)"
105,"(0.8781609195402299, 0.4421052631578947, 0.41468498131906245)","(0.07635467980295567, 3.5671819262782414, 0.14814814814814814)"
106,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.4054696789536276, 0.1455026455026455)"
107,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.4054696789536276, 0.1455026455026455)"
108,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.4054696789536276, 0.1455026455026455)"
109,"(0.8827586206896552, 0.4742268041237113, 0.44472870771130746)","(0.0812807881773399, 3.3721759809750296, 0.14285714285714285)"
110,"(0.8827586206896552, 0.4742268041237113, 0.44472870771130746)","(0.0812807881773399, 3.3721759809750296, 0.14285714285714285)"
111,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.06064209274673, 0.1455026455026455)"
112,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.06064209274673, 0.1455026455026455)"
113,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.06064209274673, 0.1455026455026455)"
114,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.06064209274673, 0.1455026455026455)"
115,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.06064209274673, 0.1455026455026455)"
116,"(0.8804597701149425, 0.4583333333333333, 0.42986182191239647)","(0.07881773399014778, 3.06064209274673, 0.1455026455026455)"
117,"(0.8804597701149425, 0.46938775510204084, 0.4351286771757745)","(0.08374384236453201, 2.9155766944114143, 0.1402116402116402)"
118,"(0.8804597701149425, 0.46938775510204084, 0.4351286771757745)","(0.08374384236453201, 2.9155766944114143, 0.1402116402116402)"
119,"(0.8804597701149425, 0.46938775510204084, 0.4351286771757745)","(0.08374384236453201, 2.9155766944114143, 0.1402116402116402)"
120,"(0.8827586206896552, 0.48484848484848486, 0.4497517819677142)","(0.08620689655172414, 3.0011890606420932, 0.13756613756613756)"
121,"(0.8827586206896552, 0.48484848484848486, 0.4497517819677142)","(0.08620689655172414, 3.0011890606420932, 0.13756613756613756)"
122,"(0.8827586206896552, 0.48484848484848486, 0.4497517819677142)","(0.08620689655172414, 3.0011890606420932, 0.13756613756613756)"
123,"(0.8827586206896552, 0.48484848484848486, 0.4497517819677142)","(0.08620689655172414, 2.9322235434007142, 0.13756613756613756)"
124,"(0.8850574712643678, 0.5, 0.4641056495131735)","(0.08866995073891626, 3.284185493460167, 0.17328042328042328)"
125,"(0.8850574712643678, 0.5, 0.4641056495131735)","(0.08866995073891626, 3.284185493460167, 0.17328042328042328)"
126,"(0.8850574712643678, 0.5, 0.4641056495131735)","(0.08866995073891626, 3.284185493460167, 0.17328042328042328)"
127,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
128,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
129,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
130,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
131,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
132,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
133,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 2.868014268727706, 0.13227513227513227)"
134,"(0.8850574712643678, 0.5, 0.4641056495131735)","(0.08866995073891626, 2.8703923900118906, 0.1349206349206349)"
135,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
136,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
137,"(0.8873563218390804, 0.5148514851485149, 0.4782063356200204)","(0.09113300492610837, 3.212841854934602, 0.17063492063492064)"
138,"(0.8896551724137931, 0.5294117647058824, 0.4920685511112253)","(0.09359605911330049, 3.200951248513675, 0.167989417989418)"
139,"(0.8896551724137931, 0.5294117647058824, 0.4920685511112253)","(0.09359605911330049, 3.200951248513675, 0.167989417989418)"
140,"(0.8896551724137931, 0.5294117647058824, 0.4920685511112253)","(0.09359605911330049, 3.200951248513675, 0.167989417989418)"
141,"(0.8896551724137931, 0.5294117647058824, 0.4920685511112253)","(0.09359605911330049, 3.200951248513675, 0.167989417989418)"
142,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
143,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
144,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
145,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
146,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
147,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
148,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
149,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
150,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
151,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
152,"(0.8919540229885058, 0.5436893203883495, 0.5057058091501192)","(0.0960591133004926, 3.3174791914387622, 0.16534391534391535)"
